in-store,age,items,amount,region
0,73,5,460.77,2
0,59,7,1279,4
0,71,6,428.41,2
1,67,2,694.67,3
0,81,3,198.3,2
0,63,5,169.72,2
0,18,8,1376.8,4
1,45,3,568.22,3
1,41,2,582.14,3
1,48,3,457.17,1
0,37,8,287.47,2
0,53,2,345.57,2
1,37,1,270.9,3
0,30,1,265.52,3
0,51,7,2113.6,4
0,42,6,1208,3
1,54,5,187.62,3
1,33,3,734.85,3
1,55,7,315.34,4
0,31,2,1680.9,3
0,28,8,309.58,4
0,61,5,1479.9,4
1,38,5,353.83,3
1,43,3,277.96,1
0,84,6,415.71,2
0,40,6,437.94,2
1,41,2,747.17,3
1,66,4,809.5,3
0,57,7,249.59,2
0,43,1,296.66,2
1,54,6,283.9,1
0,72,2,319.15,2
0,56,5,1559.4,3
1,64,7,544.8,1
0,57,7,224.8,4
1,65,4,839.16,1
0,33,4,2231.6,4
1,52,7,178.84,4
0,42,3,1722.4,3
0,39,5,316.02,4
0,43,2,391.73,2
0,64,2,303.97,2
1,24,4,1678.3,4
0,39,3,368.06,2
0,76,3,434.48,2
1,35,5,1842.1,4
1,22,7,1767.1,4
0,53,3,2337.4,4
0,74,2,38.732,2
1,52,5,861.06,4
0,29,7,2090.5,4
1,58,1,235.79,1
1,39,3,831.54,1
1,25,7,1452.3,4
1,54,6,279.22,3
0,51,2,319.29,2
1,68,5,764.48,3
0,59,7,1417.6,4
1,25,3,534.51,1
0,64,6,285.98,2
1,68,2,699.86,3
1,44,7,1917.1,4
1,73,4,983.6,1
0,44,2,1193.2,4
1,20,4,1749.3,1
0,33,5,664.61,3
0,41,5,1387.1,3
1,25,4,371.96,1
1,25,4,919.07,1
0,58,6,192,2
1,41,6,1989.1,4
1,51,3,998.47,4
0,47,2,403.81,3
0,44,2,300.46,2
1,27,5,1768.4,4
0,52,4,396.31,2
1,52,5,1372.8,4
0,42,3,432.61,2
0,50,8,568.75,4
1,35,4,678.93,3
1,71,1,52.742,3
1,44,8,818.18,3
0,48,6,103.09,2
0,66,6,495.1,2
0,71,3,231.29,2
1,40,5,760.73,3
0,35,3,976.59,3
0,39,7,362.95,2
1,25,1,1159.2,1
1,45,4,932.94,3
1,30,4,1733.9,4
1,32,7,1647,4
1,27,1,969.46,4
1,29,5,651.76,4
0,77,6,75.515,2
0,24,3,1764.3,3
1,50,1,621.46,3
0,70,2,131.07,2
1,26,3,1622,1
0,33,8,354.28,2
0,23,5,110.11,4
0,60,2,412.59,4
1,43,1,1814.5,4
0,33,2,1210.8,3
0,64,6,54.208,2
1,49,3,885.32,4
1,44,8,503.02,1
1,41,4,879.88,1
1,32,3,1359.7,1
1,33,1,205.82,3
1,28,1,1421,1
1,54,4,1833.4,4
1,47,7,136.09,3
0,26,2,1802.3,3
1,50,5,1889.4,1
1,49,7,1622.8,4
0,42,4,353.37,2
0,68,5,399.89,2
0,47,4,374,2
0,80,8,324.46,2
0,45,8,218.98,2
0,81,4,46.946,2
0,27,4,1887.7,4
0,21,4,1244,3
1,20,3,1488.5,1
1,31,3,730.33,1
1,21,7,1535.2,1
1,60,4,853.68,1
0,35,4,2378,3
0,62,2,209.15,2
0,60,7,1017.9,4
1,55,6,735.14,1
1,34,2,337.43,4
0,21,4,707.08,4
0,50,3,977.11,4
0,31,4,450.8,2
1,64,3,800.29,1
0,28,7,2902.7,4
0,35,4,308.29,2
1,48,5,396.82,4
1,31,3,994.37,1
0,68,1,252.89,2
0,41,5,1322.8,4
0,41,6,83.741,2
1,38,2,497.97,4
0,34,7,182.39,2
0,36,8,565.44,3
0,52,3,35.582,2
0,77,6,265.11,2
0,30,7,2708.3,4
1,51,4,838.66,3
1,54,3,817,4
1,42,5,464.62,1
0,55,6,1853,4
1,35,2,724.01,3
1,42,6,1813.3,1
1,28,5,1923.7,1
1,39,3,508.24,1
1,52,4,467.59,3
1,35,7,1413,4
0,60,2,345.91,2
0,24,4,1395.7,3
1,38,3,1793.5,4
0,33,6,1668.8,3
1,37,6,902.33,1
1,51,7,411.73,1
0,29,3,2410.8,3
0,39,7,91.046,2
1,70,6,512.72,3
0,49,6,2472.9,3
0,82,5,402.91,2
1,30,5,464,3
1,25,7,641.51,1
1,34,3,1885.6,4
1,55,7,1062.3,4
0,43,6,447.78,2
1,25,7,1065.8,4
0,66,3,129.58,2
1,25,3,728.32,1
0,48,8,2254.1,4
1,51,5,225.45,4
1,26,4,865.94,3
0,32,3,314.39,2
1,40,1,1886.6,4
1,42,7,1445.1,4
1,50,4,772.88,1
0,29,5,1311.6,4
1,62,6,517.24,3
1,39,3,480.44,1
0,40,5,2769.9,4
1,32,5,677.27,1
1,31,2,238.52,3
1,41,3,731.31,3
1,29,4,483.95,4
0,24,6,116.21,3
1,37,3,437.43,3
0,82,6,77.965,2
0,52,7,1652,4
1,28,6,55.768,1
1,48,5,1995.8,1
1,37,5,1968.2,1
0,30,6,2560.5,4
1,45,4,399.65,4
1,38,5,101.48,1
0,30,4,2681.6,4
1,46,3,779.73,1
0,75,2,22.487,2
1,31,6,267.21,4
0,44,6,244.8,2
1,50,4,1856.3,4
1,29,4,784.64,1
1,40,2,518.67,3
0,70,2,319.36,2
1,41,2,374.96,4
0,35,7,221.65,2
0,62,8,33.704,2
1,44,7,483.65,3
0,45,4,165.96,2
1,31,6,1356.8,1
1,71,5,887.38,1
0,81,3,165.65,2
1,39,4,939.16,3
0,57,3,1363.4,3
1,34,4,737.11,3
0,39,3,2733.9,4
0,61,2,417.31,4
1,31,6,1421.4,1
1,20,6,1874.7,4
1,39,7,971.06,1
1,39,7,1803.2,4
0,39,4,592.1,4
0,43,1,944.21,4
1,37,2,422.42,1
1,31,6,696.81,4
0,84,5,208.9,2
1,23,2,687.3,1
1,42,5,237.23,3
1,49,5,580.71,1
1,29,3,233.47,1
0,35,7,208.86,2
1,44,5,230.38,1
1,49,6,58.477,4
1,28,6,1778.3,4
1,28,2,70.493,1
1,34,2,1095,4
1,38,6,686.7,4
1,53,4,375.62,4
1,53,1,179.51,1
0,32,4,2237.9,3
0,23,6,1858.5,3
1,54,3,923.54,1
0,40,3,841.14,3
0,37,4,289.86,2
0,34,5,434.87,2
0,56,3,2906.7,4
0,30,5,466.63,2
1,53,3,1527.3,4
0,59,4,287.73,2
1,52,2,667.22,1
0,58,7,2408.3,4
1,55,3,815.29,3
1,49,2,195.43,3
1,59,2,181.5,1
0,49,1,221.1,2
1,47,4,1049.1,1
1,29,4,129.98,4
0,54,6,2007.4,4
0,31,3,1708.2,3
1,49,7,293.72,3
0,82,4,31.754,2
1,23,7,1781.3,4
1,50,4,396.61,1
1,69,6,949.28,3
0,56,5,1649.5,4
0,42,5,1311.4,4
0,52,5,2802.9,3
1,42,4,707.69,3
0,51,4,807.62,4
1,73,7,442.96,1
0,42,2,1707.5,3
0,41,3,489.38,4
0,34,2,199.01,2
1,68,2,118.39,3
0,56,1,538.7,3
0,35,2,20.374,2
0,50,7,1986,3
0,44,8,2576.2,3
1,52,3,116.52,1
1,41,7,980.47,1
0,55,6,235.34,2
1,69,3,976.39,1
1,52,3,356.77,4
1,19,2,991.6,1
1,21,6,1967.3,4
1,26,8,176.09,3
1,42,1,356.59,1
1,29,6,1196.5,4
1,23,2,842.88,4
1,21,4,1735.7,1
1,60,3,942.87,3
0,80,7,242.84,2
1,71,5,559.82,1
1,66,8,53.135,3
0,31,7,1689.7,4
0,72,2,275.36,2
0,18,5,235.46,4
1,45,5,1305.1,1
0,32,1,776.81,4
0,52,1,2446.6,3
0,50,5,771.19,4
0,58,4,522.24,3
1,47,5,320.59,3
0,34,2,1824.6,3
1,72,7,573.52,3
0,39,1,2091,4
0,29,6,2440.5,4
1,43,7,210.36,1
1,45,2,1677.1,4
0,41,2,1108,4
1,36,1,1334.3,1
1,49,2,53.792,3
0,22,8,1475.6,4
1,40,6,612.34,4
0,64,7,121.05,2
0,51,3,1377.7,4
0,28,5,476.37,4
0,79,5,165.96,2
1,20,8,1046.8,1
1,28,1,679.29,3
0,81,2,35.282,2
0,39,1,2360.3,3
0,66,2,19.727,2
1,33,5,766.68,1
0,36,1,880.91,4
0,37,2,106.32,2
1,45,2,51.7,4
1,46,7,1325.9,1
0,38,5,370.2,2
0,72,5,60.068,2
1,21,6,88.367,1
1,52,7,1277,4
0,61,4,256.2,2
0,53,3,2598.6,3
0,18,4,621.39,4
0,59,4,1604.4,4
1,33,7,973.15,3
1,38,5,429.13,3
0,55,4,2640.4,4
0,39,6,85.302,2
1,55,7,477.73,4
0,55,7,119.04,4
0,44,7,2317.6,4
0,51,6,290.89,2
0,47,2,2238,4
1,29,4,516.23,1
1,36,5,319.47,3
1,30,4,130.41,4
0,60,7,512.13,4
1,22,8,1293.5,1
1,54,2,852.22,3
0,58,3,287.84,2
0,40,4,284.74,4
1,21,2,1308.2,4
0,55,1,489.73,4
0,82,4,372.42,2
1,46,1,566.29,1
0,50,6,1972.1,4
1,63,1,680.12,3
1,21,6,274.37,4
1,29,3,771.83,3
0,60,7,85.043,2
1,47,4,1117.5,4
1,35,1,394.84,4
1,69,6,272.03,1
0,20,5,2236.4,3
0,83,8,436.06,2
0,63,8,65.82,2
1,59,2,138.68,3
1,24,2,441.27,1
0,60,4,797.61,4
0,45,6,2618.9,4
1,24,3,1288.1,4
0,63,5,306.73,2
1,37,2,602.06,3
1,50,3,829.44,4
1,34,7,334.08,1
0,48,4,341.51,2
1,36,4,1666.4,1
1,36,3,781.01,1
1,65,7,906.38,1
1,33,7,913.97,1
0,20,3,2000.3,4
1,38,3,410.32,1
1,61,8,211.9,1
1,52,6,158.53,4
1,22,4,326.89,1
1,55,6,547.56,1
0,31,6,88.764,2
1,54,1,196.8,1
0,81,8,330.04,2
0,63,6,31.534,2
1,41,3,110.6,1
1,19,2,83.041,1
0,70,7,192.77,2
1,43,6,718.05,4
1,26,2,1983.6,1
0,33,2,1884.1,3
1,25,2,999.32,1
0,28,5,118.15,4
0,64,7,294.16,2
1,24,4,363.13,3
0,42,8,414.48,2
0,81,8,303.01,2
1,28,5,1528.7,1
0,52,3,2371.2,4
1,52,3,472.04,1
0,37,6,190.58,2
0,58,4,311.56,2
0,48,8,262.36,2
0,38,2,2116.3,4
1,58,4,947.01,3
1,29,5,974.17,3
1,49,3,268.79,3
0,57,3,327.2,2
0,56,7,729.33,4
0,25,2,2033.3,4
1,49,7,383.29,3
1,49,1,517.43,4
1,21,4,511.1,4
0,43,3,419.1,2
1,21,6,1117,4
1,53,1,854.47,3
0,54,6,56.011,2
0,58,1,2727.3,3
0,76,2,352.6,2
1,39,2,1462.7,1
0,45,6,126.65,2
1,25,3,706.52,4
0,46,6,276.23,2
0,46,4,1194.9,4
0,57,6,297.34,2
1,53,6,978.96,3
1,53,3,535.22,1
0,37,8,1088.8,4
1,50,6,1376.9,4
1,69,3,624.16,1
0,68,8,83.122,2
1,36,3,658.4,3
0,43,6,574.38,3
1,30,4,666.71,1
0,29,5,2855.7,4
1,54,2,1859.4,4
0,32,5,168.17,2
1,52,5,269.19,3
1,37,1,999.7,3
0,60,2,1914.6,4
0,27,7,1631,4
1,26,6,1050.9,4
1,39,1,1171.5,4
1,32,5,359.14,3
1,68,3,770.47,1
1,48,5,1762.5,4
1,36,6,783.92,1
0,33,3,2379.7,3
0,54,4,297.71,2
0,43,6,464.75,2
1,37,4,349.73,1
0,30,2,2165.7,4
1,38,7,1696.3,4
0,50,2,2849.4,4
0,63,8,356.7,2
0,59,3,2505.8,3
0,40,5,136.74,4
0,45,6,2598.6,4
0,71,2,473.6,2
1,25,8,1086.5,1
0,54,6,2657.7,4
0,57,2,409.63,2
1,43,1,833.72,1
0,28,4,2562.1,3
0,73,4,163.45,2
1,41,4,1578.8,4
0,27,3,1605.1,4
1,56,1,375.65,1
1,33,6,781.6,1
1,55,8,685.37,3
1,53,7,1339.2,4
1,73,2,182.55,1
0,72,1,309.46,2
0,58,7,665.47,4
0,29,4,2328.6,4
1,19,5,1250.8,4
0,19,2,1461.2,4
1,38,4,164.06,1
0,45,5,405.96,2
1,67,3,729.24,1
0,47,4,115.94,4
1,60,3,190.5,1
1,53,5,53.748,4
0,45,7,377.81,4
1,19,3,151.39,1
0,79,6,472.96,2
0,44,6,2501.9,4
1,56,5,807.99,1
0,52,3,1281,4
1,34,3,767.36,3
0,51,5,165.75,2
0,61,3,53.116,2
0,43,5,2700.9,4
1,50,6,1920.5,4
0,33,3,53.884,2
0,40,8,1184.8,3
1,35,7,579.45,1
1,35,2,601.6,1
0,25,6,1970,4
0,54,3,1955.3,4
1,40,6,221.38,1
1,65,4,844.59,1
1,58,5,321.23,3
0,45,7,59.11,2
1,28,2,251.09,4
1,29,5,766.33,3
1,37,2,1548.4,4
1,44,5,1689.3,1
1,24,5,969.76,4
0,32,5,1717.1,4
0,57,3,236.8,2
0,45,4,2129.8,3
0,50,2,994.1,3
0,58,3,410.3,2
1,69,3,858.06,3
1,68,3,348.31,1
1,61,5,237.32,3
0,61,2,324.93,2
0,29,6,96.879,2
0,42,4,60.748,2
0,40,2,384.61,2
0,22,4,1692.7,3
0,42,8,558.62,3
1,44,7,700.39,4
1,44,7,799.22,4
1,71,3,552.21,3
0,36,2,2501.1,4
1,53,3,631.29,1
0,34,6,48.435,2
0,24,2,1622.6,4
1,72,5,173.3,3
1,52,1,1636.9,4
1,28,5,196.3,3
0,57,2,918.65,3
1,34,7,808.96,4
0,46,8,468.06,2
1,29,7,516.23,1
0,62,5,1541.8,4
1,67,8,299.1,3
0,41,2,471.95,2
0,55,3,134.76,4
1,66,3,633.52,3
1,56,3,315.8,3
0,45,5,1971.9,3
0,68,7,275.62,2
0,76,5,288.18,2
1,55,7,1297.7,4
0,31,7,364.75,2
0,30,4,1706.4,4
1,53,2,681.74,4
1,24,3,1467,4
1,69,2,456.99,3
0,45,7,448.24,4
1,19,1,284.07,4
0,76,2,166.37,2
1,31,5,389.85,3
1,44,6,973.59,3
0,25,5,2110.2,4
1,49,5,1452.1,4
1,34,3,1709.8,4
0,23,6,2520.6,4
0,61,5,196.81,2
0,27,5,1903.8,4
1,61,2,777.15,1
1,28,2,870.93,3
1,68,6,183.2,1
1,34,8,540.83,4
0,56,4,2533.1,4
0,72,7,153.62,2
0,31,4,947.18,4
0,55,4,223.28,2
1,29,1,626.11,1
1,63,8,653.97,1
0,66,3,90.317,2
0,18,5,1426,4
1,63,6,766.28,3
0,44,3,1047.7,4
1,29,7,380.59,4
1,57,7,358.71,1
1,34,5,577.43,3
1,36,5,1629,4
1,28,5,1978.1,1
0,43,7,8.3814,2
0,74,1,11.125,2
1,47,8,348.09,1
0,75,5,369.03,2
0,30,5,23.364,2
0,44,3,1558.2,3
1,41,3,369.92,1
0,43,8,457.09,2
1,63,6,846.21,3
1,22,3,90.267,4
1,23,2,1613.2,4
0,32,6,961.98,3
0,26,2,659.77,4
1,49,5,724.4,3
1,21,6,965.72,4
1,25,1,642.9,1
0,22,7,1524.3,4
0,22,5,2959.2,3
0,84,7,489.87,2
0,40,6,2497,4
0,71,5,388.95,2
1,49,6,694.68,1
1,62,3,893.86,1
0,70,3,279.12,2
1,64,5,909.29,1
0,50,5,1585.4,3
0,54,5,686.25,4
1,47,7,939.04,4
1,73,6,350.46,3
0,48,8,1889.4,4
1,20,5,864.19,4
0,54,5,716.82,4
0,30,3,1994.7,3
1,33,2,158.8,4
1,55,1,1732.4,1
1,27,8,253.87,4
1,34,3,1500.8,1
0,42,3,28.124,2
1,26,2,54.949,4
0,74,6,18.863,2
1,45,5,1789.5,4
0,51,4,138.44,2
0,60,3,1637.1,4
1,28,6,721.42,3
0,55,5,1686.2,4
1,61,6,98.07,1
1,41,3,1249.7,1
1,43,4,797.93,3
0,27,7,1752,4
1,29,8,675.72,3
0,49,5,1742.9,4
0,18,8,2425.3,3
0,50,6,206.41,2
1,44,2,350.88,3
1,48,6,1565.1,4
1,36,2,741.15,3
1,64,8,258.58,3
1,62,1,402.03,3
0,51,7,2636.6,4
0,76,3,229.99,2
1,49,7,675.82,1
1,52,3,114.68,4
0,70,2,188.13,2
0,37,2,113.6,2
0,50,7,1729.8,4
0,29,4,85.467,2
0,33,7,30.261,2
0,85,1,473.13,2
1,41,5,422.32,3
0,22,7,2256.7,3
1,68,2,277.61,1
1,38,6,863.82,4
0,31,3,1326.5,4
0,85,4,39.93,2
0,59,1,301.9,4
0,54,4,479.45,2
0,40,5,1628.8,4
0,38,7,2978.5,3
1,41,2,292.6,3
0,39,5,707.81,4
1,48,3,874.09,1
0,37,2,293.56,2
0,60,2,251.3,2
0,43,2,125.97,2
1,34,2,862.94,3
0,20,7,1274.7,4
1,43,2,1463.2,4
0,70,6,366.52,2
0,35,3,237.47,2
1,31,3,646.97,1
0,43,3,2765.2,4
1,38,7,1679.1,1
1,30,7,1948.6,4
1,37,3,103.64,1
0,46,1,225.19,4
1,33,2,1408.7,1
1,34,1,1705.3,4
1,71,5,969.03,1
0,42,7,235.55,3
1,40,5,715.76,4
1,32,3,946.39,4
1,55,3,1803.4,4
1,37,4,942.27,4
1,24,6,320.42,1
1,49,7,106.29,4
0,53,7,843.66,4
0,78,7,277.72,2
0,79,6,290.41,2
1,63,6,102.92,1
0,30,4,2130.8,3
0,68,7,67.602,2
0,44,2,1877.1,4
1,23,5,735.16,4
0,42,3,270.68,2
1,21,6,1221.7,4
0,53,7,213.85,2
0,71,8,178.64,2
1,30,5,333.09,3
1,44,2,713.51,4
0,43,3,2545.1,4
0,34,2,1850.9,4
1,27,5,114.76,3
1,28,4,539.01,1
0,85,5,102.87,2
1,50,1,237.29,1
1,34,4,224.64,4
1,59,3,541.6,1
0,60,4,121.49,2
0,32,7,436.56,2
0,60,3,32.502,2
1,36,3,557.95,3
0,79,2,319.43,2
0,55,8,1080.5,4
0,55,4,1979.1,3
0,34,8,214.96,2
1,73,6,151.95,3
1,32,1,472.78,1
1,41,4,1544.1,1
1,32,4,979.49,1
0,61,4,2168,4
1,46,3,471.14,1
1,54,2,1873.3,4
0,46,6,1102.9,4
0,63,7,2839.9,4
1,66,6,736.25,3
0,38,1,1038,4
1,67,5,405.03,3
1,62,8,83.417,3
1,37,6,1678.4,1
0,80,3,484.96,2
0,65,3,156.52,2
1,20,3,72.831,4
1,41,2,814.82,1
1,19,7,1230.3,1
1,23,4,952.45,1
1,66,3,951.96,1
0,53,2,155.35,2
0,29,2,15.779,2
0,58,5,657.07,4
1,54,4,1195.3,4
1,22,2,1647.3,4
0,52,4,354.8,2
0,60,5,257.44,2
0,24,3,1197.9,3
1,54,6,1758.5,1
1,68,8,938.7,1
1,33,6,1788.2,4
1,39,8,1137.3,4
0,61,4,139.11,2
0,24,7,979.79,3
1,56,6,190.5,3
1,28,5,315.34,1
0,53,5,1406.1,3
1,60,2,939.14,1
1,42,7,92.476,4
1,34,5,527.73,4
1,59,8,515.39,3
1,51,5,441.1,3
1,47,3,474.62,4
1,44,5,673.04,1
0,37,7,1806.5,3
0,58,5,192.87,2
1,64,4,229.12,1
0,51,3,16.839,2
1,39,7,1468,4
1,33,6,1068.1,4
1,31,2,901.87,1
0,60,7,467.02,2
1,47,3,1716.3,4
0,31,7,535.5,4
0,44,6,297.89,2
0,32,5,85.261,2
0,41,5,78.84,2
1,21,4,1960.8,1
1,46,4,1788.8,4
0,33,2,74.897,2
1,58,7,897.15,3
1,42,8,976.81,1
0,52,4,202.57,2
1,33,6,1247.9,1
0,45,3,1874.5,4
1,34,7,447.58,3
1,73,4,930.83,1
0,48,1,135.57,2
1,43,2,774.51,1
0,53,6,2513,4
1,36,2,223.64,4
1,36,2,1899.8,1
1,30,7,698.85,3
1,45,7,1023.7,1
1,27,3,1805.7,1
0,52,6,139.88,2
1,47,8,290.58,3
0,77,7,324.9,2
1,50,2,1926.6,1
0,46,4,144.15,3
1,36,5,1669.1,4
0,50,4,323,2
0,25,2,1479.6,4
1,38,3,1849.8,1
0,42,7,10.913,2
1,73,5,924.43,1
0,80,3,124.93,2
1,54,6,977.56,3
1,70,5,718.79,3
1,28,5,1060.1,4
0,46,8,365,2
1,23,7,1547.3,4
0,54,4,221.73,2
0,29,3,118.29,2
1,54,5,262.36,3
0,78,6,470.5,2
0,61,3,437.37,2
1,21,3,1705.4,4
0,46,7,122.13,2
1,63,6,371.79,1
1,35,8,1332,4
0,46,6,283.71,2
1,67,4,934.23,1
0,74,5,419.65,2
0,71,5,59.296,2
0,84,8,174.63,2
1,21,6,1598.1,4
1,22,2,1492,1
0,32,6,512.13,4
0,18,2,426.32,4
0,39,8,2458.9,4
1,53,7,372.64,3
1,74,3,159.71,3
0,74,2,377.32,2
0,20,2,1678.5,4
1,71,2,415.94,3
0,74,2,458.78,2
0,74,4,260.08,2
0,34,5,460.84,2
0,73,3,132.63,2
0,32,4,1922.7,4
1,43,7,723.63,4
0,40,7,473.68,2
1,47,2,119.67,4
1,61,5,426.48,3
0,71,7,316.72,2
0,40,4,431.33,2
0,82,2,374.9,2
0,57,3,2711.8,3
1,33,6,782.4,1
0,45,5,312.44,2
0,53,4,143.07,2
0,77,4,248.3,2
0,42,7,358.55,2
1,35,2,738.99,1
1,32,2,943.59,1
0,43,4,50.715,2
1,43,3,484.55,3
0,42,6,83.145,2
1,27,3,500.76,3
1,53,2,673.35,1
0,56,6,404.88,2
1,39,4,206.57,1
1,21,6,556.6,4
1,25,8,989.24,1
1,41,2,1964.9,4
1,43,7,1322.3,4
0,21,4,1380.3,4
1,42,4,161.31,3
1,44,5,453.3,1
1,46,3,1941.4,4
1,55,5,366.6,1
0,35,4,134.15,2
0,31,1,911.28,3
1,40,6,1921.2,4
0,27,8,914.59,3
1,23,1,1918.7,4
0,55,3,383.44,2
0,79,6,423.98,2
0,41,1,64.592,2
0,54,6,223.39,2
0,73,1,478.88,2
0,30,4,2822.7,4
1,52,4,729.65,4
1,35,7,1373.5,4
0,44,3,479.52,2
0,60,7,1919,3
0,33,6,360.39,4
1,20,4,264.92,1
0,54,2,1508.4,4
0,43,4,263.09,2
1,53,8,428.07,1
1,31,4,1013.9,4
1,51,6,197.03,4
0,81,3,104.98,2
0,84,5,338.68,2
1,38,8,541.94,3
0,43,1,269.25,2
0,24,6,1487.9,4
0,40,2,173.29,2
0,58,2,2468.8,4
1,64,3,511.25,1
0,38,7,1841.5,4
1,41,3,566.35,3
0,52,2,28.824,2
0,51,4,12.437,2
0,40,4,1690.4,4
1,49,5,507.46,4
0,42,1,2952.2,4
1,27,3,683.19,3
0,46,7,484.41,2
1,43,3,551.11,3
1,29,8,772.9,4
0,59,3,298.26,2
0,59,8,2833.6,4
0,22,4,1981.3,4
1,29,3,1993.1,4
0,62,1,2763.6,4
0,77,8,118.97,2
1,54,5,944.72,1
0,51,7,490.46,2
1,22,3,116.76,4
0,25,3,1367.7,3
0,38,6,135.22,2
1,50,5,446.29,3
1,43,4,584,3
1,25,3,1304.3,4
1,30,7,434.53,1
1,48,7,231.04,3
0,26,1,1672.4,4
1,38,2,322.03,3
1,28,6,1056.7,4
0,30,6,50.572,2
0,29,4,90.016,2
0,41,6,1135.6,4
0,44,3,1919.8,4
0,41,4,320.45,4
1,35,7,209.81,1
1,29,8,1930.1,4
1,49,1,1782.1,4
1,54,3,987.43,4
1,28,6,59.349,3
0,47,1,322.14,2
1,47,3,1674.1,4
0,52,1,243.9,2
1,38,4,791.65,1
0,58,6,97.324,2
1,28,2,1201.8,1
0,25,2,1525,4
1,47,3,123.36,1
0,47,2,765.64,4
1,59,6,840.31,1
0,47,8,1016.6,4
1,69,2,125.59,3
0,51,4,1322.7,4
0,53,7,308.88,4
1,28,2,1753.1,1
1,54,8,201.95,3
1,50,7,277.63,4
0,66,7,193.44,2
0,46,1,179.39,2
1,28,2,1310,1
1,37,3,1520.3,1
0,33,2,288.4,4
0,59,4,124.36,2
0,83,1,54.754,2
0,62,1,993.02,4
0,59,2,1554.3,4
1,40,4,1954.1,1
0,61,4,485.65,4
0,30,5,169.05,2
1,20,6,1991.4,4
1,34,8,1006.2,4
1,51,3,255.36,3
0,34,4,171.06,2
0,26,2,1816.5,4
1,20,5,391.11,1
1,41,2,624.1,4
1,53,3,1536.6,4
1,74,5,490.12,3
1,27,4,859.34,3
0,40,3,151.29,2
0,48,7,2111.1,4
0,67,8,481.98,2
0,27,3,2542.5,3
0,40,5,2409.6,4
0,25,4,361.83,3
1,40,4,1486.9,4
1,33,4,117.42,4
1,51,8,1431.7,4
0,42,7,109.87,2
1,26,2,626.9,3
0,61,2,1323.8,4
0,47,7,2249.7,4
0,59,1,294.95,2
0,20,1,1508.7,4
0,21,2,1406.4,3
0,47,2,40.017,2
0,33,4,2279.2,3
0,26,3,2570.1,4
0,32,6,1601.4,3
0,43,4,296.68,2
1,31,7,434.15,1
0,43,1,2798.3,4
1,24,7,505.36,3
0,64,6,5.7603,2
1,36,7,745.85,1
1,40,5,1952.3,4
0,21,7,1748.7,3
0,45,4,1336.3,4
1,30,2,405.18,3
0,38,2,172.64,2
0,30,3,17.339,2
0,57,7,974.18,3
1,28,1,596.65,1
1,39,7,97.083,4
0,33,5,327.95,2
0,19,4,1739.4,3
1,62,2,235.97,3
1,21,5,1102.8,4
1,58,3,597.57,1
0,52,6,107.17,2
1,41,1,1280,4
0,46,3,281.42,2
0,69,3,284.37,2
1,61,7,144.4,1
1,26,3,105.57,1
0,30,5,2774.7,4
0,46,5,284.19,2
0,41,5,1023.3,4
0,33,2,458.14,2
0,20,8,2303.1,4
0,46,4,715.74,4
1,41,6,1264,1
1,55,3,918.16,4
0,49,4,2819.2,4
1,55,6,1953.4,4
0,49,5,475.83,2
1,45,6,633.29,1
1,46,2,624.44,1
1,38,4,297.77,1
0,30,2,186.83,2
1,53,7,1273.6,4
0,58,6,85.364,2
0,51,8,344.38,2
1,44,7,550.18,4
0,38,5,2390.6,4
0,70,1,108.23,2
1,74,2,864.05,1
1,30,4,945.07,3
1,67,6,793.09,3
1,59,2,822.19,1
1,46,6,191.43,3
0,49,3,15.462,2
0,61,5,102.94,2
0,57,2,1021.9,3
1,72,5,64.133,1
0,47,2,1612.4,3
0,57,8,2736.6,4
0,52,6,456.54,2
1,41,2,1175.3,1
1,49,3,735.94,3
0,64,6,382.73,2
0,66,8,83.932,2
0,54,7,111.76,2
1,67,7,456.92,3
1,22,5,823.85,4
0,61,6,186.85,2
1,40,4,590.85,1
1,47,1,657.73,1
1,54,3,847.15,4
0,56,8,665.72,4
0,34,7,679.13,3
1,53,1,342.84,1
1,44,4,1129.4,1
1,22,6,71.908,4
0,61,5,379.11,2
1,20,2,1803,4
1,37,3,156.52,4
1,43,3,952.39,4
1,30,3,1884,4
0,25,4,718.18,4
0,32,5,2058.4,4
0,63,3,1327,4
0,25,3,1456.8,4
0,24,3,1279.8,4
0,76,4,209,2
1,64,3,220.75,1
1,30,7,879.1,4
0,34,6,431.6,2
0,23,5,2677.6,3
1,45,3,1059.1,1
0,21,7,1470.7,3
1,43,5,212.89,1
1,47,5,537.52,3
0,51,1,1233.3,4
0,75,5,260.89,2
1,54,4,822.25,3
1,51,6,70.751,3
0,50,6,188.03,2
0,54,5,2790,3
1,43,3,629.42,3
1,54,5,675.03,3
1,23,3,1758.3,4
1,49,8,725.71,4
0,22,4,297.57,4
1,28,1,1750.8,1
1,55,2,234.23,1
1,40,7,732.86,4
0,25,6,1221.8,4
0,63,2,367.06,2
0,32,7,2289.4,3
0,30,3,1960,4
0,40,6,252.91,2
0,19,7,2455.3,4
0,54,2,314.41,2
1,36,8,602.67,1
0,58,7,10.02,2
0,77,5,46.819,2
1,47,5,482.86,1
1,65,8,632.41,3
0,22,1,312.33,4
0,49,7,178.48,2
0,28,3,2822.5,4
1,25,2,407.72,4
0,70,1,442.5,2
0,47,4,2981.3,4
0,28,3,2121.5,3
0,45,7,1239,4
