,in-store,age,items,amount,region
975,1,71,4,814.96,3
976,1,63,3,674.76,1
977,0,62,8,324.43,2
978,1,49,3,745.8,4
979,0,54,3,238.41,2
980,0,51,1,1039.4,3
981,0,32,4,793.2,3
982,0,56,7,210.11,2
983,0,52,6,1473.3,4
984,1,58,7,686.23,3
985,1,51,2,1157.4,4
986,0,53,1,318.2,4
987,0,77,6,307.72,2
988,1,39,4,713.54,4
989,0,30,5,1375.7,3
990,1,45,7,1744.6,1
991,0,56,6,1726.2,4
992,1,37,3,838.63,4
993,0,44,3,283.73,2
994,1,41,5,879.86,1
995,0,52,2,1503.5,4
996,0,30,4,214.64,2
997,0,64,8,225.43,2
998,0,36,4,1531.1,4
999,0,39,6,2137.3,4
1000,1,55,4,204.77,3
1001,0,40,4,492.61,2
1002,1,58,6,387.7,1
1003,1,26,5,851.02,4
1004,1,28,7,240.48,1
1005,0,61,3,357.87,2
1006,0,51,2,278.39,2
1007,0,52,5,435.01,2
1008,1,47,4,1299.7,1
1009,0,49,5,74.11399999999999,2
1010,0,77,4,150.3,2
1011,1,71,3,270.72,1
1012,1,35,2,196.02,1
1013,0,52,2,157.44,4
1014,0,53,4,1562.9,3
1015,0,31,1,188.96,4
1016,1,51,3,885.42,1
1017,0,47,4,798.79,4
1018,0,82,7,342.03,2
1019,1,62,8,505.1,1
1020,0,74,3,274.72,2
1021,0,53,7,169.83,2
1022,1,52,2,1624.6,4
1023,1,69,4,823.1,3
1024,1,47,8,299.86,1
1025,0,63,7,742.48,3
1026,0,71,4,120.39,2
1027,0,48,4,739.73,4
1028,1,55,4,683.19,1
1029,0,51,4,748.63,3
1030,0,57,7,1403.8,3
1031,1,62,5,469.32,3
1032,0,22,2,2966.5,4
1033,1,42,8,320.13,3
1034,0,43,7,412.22,2
1035,1,71,3,898.88,1
1036,1,51,6,417.42,1
1037,1,28,2,494.85,1
1038,0,48,3,2347.0,4
1039,1,73,2,829.93,1
1040,0,18,3,2585.7,4
1041,0,48,6,231.03,3
1042,0,60,6,192.36,2
1043,0,31,6,471.18,2
1044,1,52,4,517.37,3
1045,1,43,4,557.35,1
1046,1,25,2,254.26,4
1047,1,33,5,279.87,3
1048,1,53,5,790.27,3
1049,0,79,2,11.235,2
1050,1,21,5,1555.0,4
1051,0,55,1,2865.6,3
1052,1,31,2,1117.0,1
1053,0,58,7,1035.6,4
1054,0,29,4,2268.3,4
1055,1,30,5,547.4,3
1056,0,66,3,12.421,2
1057,1,71,2,794.4,3
1058,0,34,3,2492.1,4
1059,1,27,4,728.57,4
1060,0,79,4,75.033,2
1061,1,55,4,136.51,3
1062,1,52,7,1528.3,4
1063,0,50,5,63.442,2
1064,0,37,2,987.53,4
1065,0,76,2,96.34,2
1066,1,24,5,872.12,4
1067,1,41,8,592.69,3
1068,1,60,8,977.25,1
1069,0,57,4,2655.0,3
1070,0,62,7,2450.4,4
1071,0,83,8,164.41,2
1072,0,28,4,2913.9,4
1073,1,36,7,1513.8,1
1074,1,55,1,296.93,1
1075,1,71,4,211.81,3
1076,1,52,4,530.14,1
1077,0,33,3,429.77,3
1078,0,31,1,1407.3,4
1079,1,50,7,1656.4,1
1080,1,66,5,190.14,1
1081,0,50,7,133.54,2
1082,0,60,3,1207.8,4
1083,0,37,5,2612.0,4
1084,0,28,7,1449.8,4
1085,0,62,7,2702.3,4
1086,0,40,4,2026.7,3
1087,1,33,6,1186.6,4
1088,0,62,2,2701.6,3
1089,0,28,2,486.66,2
1090,1,64,3,590.07,1
1091,1,26,1,1037.6,4
1092,0,35,6,22.323,2
1093,1,53,2,382.28,3
1094,0,27,8,350.69,4
1095,1,65,4,794.62,1
1096,1,38,4,474.72,4
1097,0,45,1,2108.1,4
1098,1,30,7,986.92,1
1099,1,38,1,527.62,3
1100,1,34,2,977.49,1
1101,1,34,3,480.53,1
1102,1,46,8,998.4,3
1103,1,40,2,1502.5,4
1104,0,65,6,49.068000000000005,2
1105,1,51,2,324.83,1
1106,0,27,3,1756.7,3
1107,1,42,1,942.43,1
1108,1,24,3,560.56,4
1109,0,48,2,1214.3,4
1110,1,43,3,1194.3,1
1111,1,54,4,915.85,1
1112,1,40,6,528.93,1
1113,0,72,5,66.538,2
1114,1,35,4,1048.2,4
1115,0,53,5,1415.5,4
1116,1,29,2,418.02,1
1117,0,68,5,462.68,2
1118,1,33,8,1538.8,4
1119,1,43,2,1383.6,4
1120,1,39,5,295.76,1
1121,0,23,4,954.24,4
1122,0,30,4,121.21,2
1123,1,27,6,1839.2,1
1124,1,51,2,696.15,3
1125,1,19,8,991.72,1
1126,1,58,3,498.34,1
1127,0,19,4,1517.3,4
1128,1,40,7,95.45,1
1129,0,26,6,2689.8,3
1130,0,38,4,177.22,2
1131,0,42,3,851.58,4
1132,1,46,7,175.35,3
1133,0,51,2,2149.7,4
1134,0,50,1,58.817,2
1135,1,54,2,222.34,3
1136,1,41,7,489.76,3
1137,0,47,6,859.79,4
1138,1,20,2,1819.6,4
1139,0,33,2,71.975,2
1140,1,59,3,207.58,1
1141,1,44,7,1324.8,4
1142,0,52,4,72.741,2
1143,0,73,5,460.77,2
1144,0,59,7,1279.0,4
1145,0,71,6,428.41,2
1146,1,67,2,694.67,3
1147,0,81,3,198.3,2
1148,0,63,5,169.72,2
1149,0,18,8,1376.8,4
1150,1,45,3,568.22,3
1151,1,41,2,582.14,3
1152,1,48,3,457.17,1
1153,0,37,8,287.47,2
1154,0,53,2,345.57,2
1155,1,37,1,270.9,3
1156,0,30,1,265.52,3
1157,0,51,7,2113.6,4
1158,0,42,6,1208.0,3
1159,1,54,5,187.62,3
1160,1,33,3,734.85,3
1161,1,55,7,315.34,4
1162,0,31,2,1680.9,3
1163,0,28,8,309.58,4
1164,0,61,5,1479.9,4
1165,1,38,5,353.83,3
1166,1,43,3,277.96,1
1167,0,84,6,415.71,2
1168,0,40,6,437.94,2
1169,1,41,2,747.17,3
1170,1,66,4,809.5,3
1171,0,57,7,249.59,2
1172,0,43,1,296.66,2
1173,1,54,6,283.9,1
1174,0,72,2,319.15,2
1175,0,56,5,1559.4,3
1176,1,64,7,544.8,1
1177,0,57,7,224.8,4
1178,1,65,4,839.16,1
1179,0,33,4,2231.6,4
1180,1,52,7,178.84,4
1181,0,42,3,1722.4,3
1182,0,39,5,316.02,4
1183,0,43,2,391.73,2
1184,0,64,2,303.97,2
1185,1,24,4,1678.3,4
1186,0,39,3,368.06,2
1187,0,76,3,434.48,2
1188,1,35,5,1842.1,4
1189,1,22,7,1767.1,4
1190,0,53,3,2337.4,4
1191,0,74,2,38.732,2
1192,1,52,5,861.06,4
1193,0,29,7,2090.5,4
1194,1,58,1,235.79,1
1195,1,39,3,831.54,1
1196,1,25,7,1452.3,4
1197,1,54,6,279.22,3
1198,0,51,2,319.29,2
1199,1,68,5,764.48,3
1200,0,59,7,1417.6,4
1201,1,25,3,534.51,1
1202,0,64,6,285.98,2
1203,1,68,2,699.86,3
1204,1,44,7,1917.1,4
1205,1,73,4,983.6,1
1206,0,44,2,1193.2,4
1207,1,20,4,1749.3,1
1208,0,33,5,664.61,3
1209,0,41,5,1387.1,3
1210,1,25,4,371.96,1
1211,1,25,4,919.07,1
1212,0,58,6,192.0,2
1213,1,41,6,1989.1,4
1214,1,51,3,998.47,4
1215,0,47,2,403.81,3
1216,0,44,2,300.46,2
1217,1,27,5,1768.4,4
1218,0,52,4,396.31,2
1219,1,52,5,1372.8,4
1220,0,42,3,432.61,2
1221,0,50,8,568.75,4
1222,1,35,4,678.93,3
1223,1,71,1,52.742,3
1224,1,44,8,818.18,3
1225,0,48,6,103.09,2
1226,0,66,6,495.1,2
1227,0,71,3,231.29,2
1228,1,40,5,760.73,3
1229,0,35,3,976.59,3
1230,0,39,7,362.95,2
1231,1,25,1,1159.2,1
1232,1,45,4,932.94,3
1233,1,30,4,1733.9,4
1234,1,32,7,1647.0,4
1235,1,27,1,969.46,4
1236,1,29,5,651.76,4
1237,0,77,6,75.515,2
1238,0,24,3,1764.3,3
1239,1,50,1,621.46,3
1240,0,70,2,131.07,2
1241,1,26,3,1622.0,1
1242,0,33,8,354.28,2
1243,0,23,5,110.11,4
1244,0,60,2,412.59,4
1245,1,43,1,1814.5,4
1246,0,33,2,1210.8,3
1247,0,64,6,54.208,2
1248,1,49,3,885.32,4
1249,1,44,8,503.02,1
1250,1,41,4,879.88,1
1251,1,32,3,1359.7,1
1252,1,33,1,205.82,3
1253,1,28,1,1421.0,1
1254,1,54,4,1833.4,4
1255,1,47,7,136.09,3
1256,0,26,2,1802.3,3
1257,1,50,5,1889.4,1
1258,1,49,7,1622.8,4
1259,0,42,4,353.37,2
1260,0,68,5,399.89,2
1261,0,47,4,374.0,2
1262,0,80,8,324.46,2
1263,0,45,8,218.98,2
1264,0,81,4,46.946000000000005,2
1265,0,27,4,1887.7,4
1266,0,21,4,1244.0,3
1267,1,20,3,1488.5,1
1268,1,31,3,730.33,1
1269,1,21,7,1535.2,1
1270,1,60,4,853.68,1
1271,0,35,4,2378.0,3
1272,0,62,2,209.15,2
1273,0,60,7,1017.9,4
1274,1,55,6,735.14,1
1275,1,34,2,337.43,4
1276,0,21,4,707.08,4
1277,0,50,3,977.11,4
1278,0,31,4,450.8,2
1279,1,64,3,800.29,1
1280,0,28,7,2902.7,4
1281,0,35,4,308.29,2
1282,1,48,5,396.82,4
1283,1,31,3,994.37,1
1284,0,68,1,252.89,2
1285,0,41,5,1322.8,4
1286,0,41,6,83.741,2
1287,1,38,2,497.97,4
1288,0,34,7,182.39,2
1289,0,36,8,565.44,3
1290,0,52,3,35.582,2
1291,0,77,6,265.11,2
1292,0,30,7,2708.3,4
1293,1,51,4,838.66,3
1294,1,54,3,817.0,4
1295,1,42,5,464.62,1
1296,0,55,6,1853.0,4
1297,1,35,2,724.01,3
1298,1,42,6,1813.3,1
1299,1,28,5,1923.7,1
1300,1,39,3,508.24,1
1301,1,52,4,467.59,3
1302,1,35,7,1413.0,4
1303,0,60,2,345.91,2
1304,0,24,4,1395.7,3
1305,1,38,3,1793.5,4
1306,0,33,6,1668.8,3
1307,1,37,6,902.33,1
1308,1,51,7,411.73,1
1309,0,29,3,2410.8,3
1310,0,39,7,91.046,2
1311,1,70,6,512.72,3
1312,0,49,6,2472.9,3
1313,0,82,5,402.91,2
1314,1,30,5,464.0,3
1315,1,25,7,641.51,1
1316,1,34,3,1885.6,4
1317,1,55,7,1062.3,4
1318,0,43,6,447.78,2
1319,1,25,7,1065.8,4
1320,0,66,3,129.58,2
1321,1,25,3,728.32,1
1322,0,48,8,2254.1,4
1323,1,51,5,225.45,4
1324,1,26,4,865.94,3
1325,0,32,3,314.39,2
1326,1,40,1,1886.6,4
1327,1,42,7,1445.1,4
1328,1,50,4,772.88,1
1329,0,29,5,1311.6,4
1330,1,62,6,517.24,3
1331,1,39,3,480.44,1
1332,0,40,5,2769.9,4
1333,1,32,5,677.27,1
1334,1,31,2,238.52,3
1335,1,41,3,731.31,3
1336,1,29,4,483.95,4
1337,0,24,6,116.21,3
1338,1,37,3,437.43,3
1339,0,82,6,77.965,2
1340,0,52,7,1652.0,4
1341,1,28,6,55.768,1
1342,1,48,5,1995.8,1
1343,1,37,5,1968.2,1
1344,0,30,6,2560.5,4
1345,1,45,4,399.65,4
1346,1,38,5,101.48,1
1347,0,30,4,2681.6,4
1348,1,46,3,779.73,1
1349,0,75,2,22.487,2
1350,1,31,6,267.21,4
1351,0,44,6,244.8,2
1352,1,50,4,1856.3,4
1353,1,29,4,784.64,1
1354,1,40,2,518.67,3
1355,0,70,2,319.36,2
1356,1,41,2,374.96,4
1357,0,35,7,221.65,2
1358,0,62,8,33.704,2
1359,1,44,7,483.65,3
1360,0,45,4,165.96,2
1361,1,31,6,1356.8,1
1362,1,71,5,887.38,1
1363,0,81,3,165.65,2
1364,1,39,4,939.16,3
1365,0,57,3,1363.4,3
1366,1,34,4,737.11,3
1367,0,39,3,2733.9,4
1368,0,61,2,417.31,4
1369,1,31,6,1421.4,1
1370,1,20,6,1874.7,4
1371,1,39,7,971.06,1
1372,1,39,7,1803.2,4
1373,0,39,4,592.1,4
1374,0,43,1,944.21,4
1375,1,37,2,422.42,1
1376,1,31,6,696.81,4
1377,0,84,5,208.9,2
1378,1,23,2,687.3,1
1379,1,42,5,237.23,3
1380,1,49,5,580.71,1
1381,1,29,3,233.47,1
1382,0,35,7,208.86,2
1383,1,44,5,230.38,1
1384,1,49,6,58.477,4
1385,1,28,6,1778.3,4
1386,1,28,2,70.493,1
1387,1,34,2,1095.0,4
1388,1,38,6,686.7,4
1389,1,53,4,375.62,4
1390,1,53,1,179.51,1
1391,0,32,4,2237.9,3
1392,0,23,6,1858.5,3
1393,1,54,3,923.54,1
1394,0,40,3,841.14,3
1395,0,37,4,289.86,2
1396,0,34,5,434.87,2
1397,0,56,3,2906.7,4
1398,0,30,5,466.63,2
1399,1,53,3,1527.3,4
1400,0,59,4,287.73,2
1401,1,52,2,667.22,1
1402,0,58,7,2408.3,4
1403,1,55,3,815.29,3
1404,1,49,2,195.43,3
1405,1,59,2,181.5,1
1406,0,49,1,221.1,2
1407,1,47,4,1049.1,1
1408,1,29,4,129.98,4
1409,0,54,6,2007.4,4
1410,0,31,3,1708.2,3
1411,1,49,7,293.72,3
1412,0,82,4,31.754,2
1413,1,23,7,1781.3,4
1414,1,50,4,396.61,1
1415,1,69,6,949.28,3
1416,0,56,5,1649.5,4
1417,0,42,5,1311.4,4
1418,0,52,5,2802.9,3
1419,1,42,4,707.69,3
1420,0,51,4,807.62,4
1421,1,73,7,442.96,1
1422,0,42,2,1707.5,3
1423,0,41,3,489.38,4
1424,0,34,2,199.01,2
1425,1,68,2,118.39,3
1426,0,56,1,538.7,3
1427,0,35,2,20.374000000000002,2
1428,0,50,7,1986.0,3
1429,0,44,8,2576.2,3
1430,1,52,3,116.52,1
1431,1,41,7,980.47,1
1432,0,55,6,235.34,2
1433,1,69,3,976.39,1
1434,1,52,3,356.77,4
1435,1,19,2,991.6,1
1436,1,21,6,1967.3,4
1437,1,26,8,176.09,3
1438,1,42,1,356.59,1
1439,1,29,6,1196.5,4
1440,1,23,2,842.88,4
1441,1,21,4,1735.7,1
1442,1,60,3,942.87,3
1443,0,80,7,242.84,2
1444,1,71,5,559.82,1
1445,1,66,8,53.135,3
1446,0,31,7,1689.7,4
1447,0,72,2,275.36,2
1448,0,18,5,235.46,4
1449,1,45,5,1305.1,1
1450,0,32,1,776.81,4
1451,0,52,1,2446.6,3
1452,0,50,5,771.19,4
1453,0,58,4,522.24,3
1454,1,47,5,320.59,3
1455,0,34,2,1824.6,3
1456,1,72,7,573.52,3
1457,0,39,1,2091.0,4
1458,0,29,6,2440.5,4
1459,1,43,7,210.36,1
1460,1,45,2,1677.1,4
1461,0,41,2,1108.0,4
1462,1,36,1,1334.3,1
1463,1,49,2,53.792,3
1464,0,22,8,1475.6,4
1465,1,40,6,612.34,4
1466,0,64,7,121.05,2
1467,0,51,3,1377.7,4
1468,0,28,5,476.37,4
1469,0,79,5,165.96,2
1470,1,20,8,1046.8,1
1471,1,28,1,679.29,3
1472,0,81,2,35.282,2
1473,0,39,1,2360.3,3
1474,0,66,2,19.727,2
1475,1,33,5,766.68,1
1476,0,36,1,880.91,4
1477,0,37,2,106.32,2
1478,1,45,2,51.7,4
1479,1,46,7,1325.9,1
1480,0,38,5,370.2,2
1481,0,72,5,60.068000000000005,2
1482,1,21,6,88.367,1
1483,1,52,7,1277.0,4
1484,0,61,4,256.2,2
1485,0,53,3,2598.6,3
1486,0,18,4,621.39,4
1487,0,59,4,1604.4,4
1488,1,33,7,973.15,3
1489,1,38,5,429.13,3
1490,0,55,4,2640.4,4
1491,0,39,6,85.302,2
1492,1,55,7,477.73,4
1493,0,55,7,119.04,4
1494,0,44,7,2317.6,4
1495,0,51,6,290.89,2
1496,0,47,2,2238.0,4
1497,1,29,4,516.23,1
1498,1,36,5,319.47,3
1499,1,30,4,130.41,4
1500,0,60,7,512.13,4
1501,1,22,8,1293.5,1
1502,1,54,2,852.22,3
1503,0,58,3,287.84,2
1504,0,40,4,284.74,4
1505,1,21,2,1308.2,4
1506,0,55,1,489.73,4
1507,0,82,4,372.42,2
1508,1,46,1,566.29,1
1509,0,50,6,1972.1,4
1510,1,63,1,680.12,3
1511,1,21,6,274.37,4
1512,1,29,3,771.83,3
1513,0,60,7,85.04299999999999,2
1514,1,47,4,1117.5,4
1515,1,35,1,394.84,4
1516,1,69,6,272.03,1
1517,0,20,5,2236.4,3
1518,0,83,8,436.06,2
1519,0,63,8,65.82,2
1520,1,59,2,138.68,3
1521,1,24,2,441.27,1
1522,0,60,4,797.61,4
1523,0,45,6,2618.9,4
1524,1,24,3,1288.1,4
1525,0,63,5,306.73,2
1526,1,37,2,602.06,3
1527,1,50,3,829.44,4
1528,1,34,7,334.08,1
1529,0,48,4,341.51,2
1530,1,36,4,1666.4,1
1531,1,36,3,781.01,1
1532,1,65,7,906.38,1
1533,1,33,7,913.97,1
1534,0,20,3,2000.3,4
1535,1,38,3,410.32,1
1536,1,61,8,211.9,1
1537,1,52,6,158.53,4
1538,1,22,4,326.89,1
1539,1,55,6,547.56,1
1540,0,31,6,88.764,2
1541,1,54,1,196.8,1
1542,0,81,8,330.04,2
1543,0,63,6,31.534000000000002,2
1544,1,41,3,110.6,1
1545,1,19,2,83.041,1
1546,0,70,7,192.77,2
1547,1,43,6,718.05,4
1548,1,26,2,1983.6,1
1549,0,33,2,1884.1,3
1550,1,25,2,999.32,1
1551,0,28,5,118.15,4
1552,0,64,7,294.16,2
1553,1,24,4,363.13,3
1554,0,42,8,414.48,2
1555,0,81,8,303.01,2
1556,1,28,5,1528.7,1
1557,0,52,3,2371.2,4
1558,1,52,3,472.04,1
1559,0,37,6,190.58,2
1560,0,58,4,311.56,2
1561,0,48,8,262.36,2
1562,0,38,2,2116.3,4
1563,1,58,4,947.01,3
1564,1,29,5,974.17,3
1565,1,49,3,268.79,3
1566,0,57,3,327.2,2
1567,0,56,7,729.33,4
1568,0,25,2,2033.3,4
1569,1,49,7,383.29,3
1570,1,49,1,517.43,4
1571,1,21,4,511.1,4
1572,0,43,3,419.1,2
1573,1,21,6,1117.0,4
1574,1,53,1,854.47,3
1575,0,54,6,56.011,2
1576,0,58,1,2727.3,3
1577,0,76,2,352.6,2
1578,1,39,2,1462.7,1
1579,0,45,6,126.65,2
1580,1,25,3,706.52,4
1581,0,46,6,276.23,2
1582,0,46,4,1194.9,4
1583,0,57,6,297.34,2
1584,1,53,6,978.96,3
1585,1,53,3,535.22,1
1586,0,37,8,1088.8,4
1587,1,50,6,1376.9,4
1588,1,69,3,624.16,1
1589,0,68,8,83.12200000000001,2
1590,1,36,3,658.4,3
1591,0,43,6,574.38,3
1592,1,30,4,666.71,1
1593,0,29,5,2855.7,4
1594,1,54,2,1859.4,4
1595,0,32,5,168.17,2
1596,1,52,5,269.19,3
1597,1,37,1,999.7,3
1598,0,60,2,1914.6,4
1599,0,27,7,1631.0,4
1600,1,26,6,1050.9,4
1601,1,39,1,1171.5,4
1602,1,32,5,359.14,3
1603,1,68,3,770.47,1
1604,1,48,5,1762.5,4
1605,1,36,6,783.92,1
1606,0,33,3,2379.7,3
1607,0,54,4,297.71,2
1608,0,43,6,464.75,2
1609,1,37,4,349.73,1
1610,0,30,2,2165.7,4
1611,1,38,7,1696.3,4
1612,0,50,2,2849.4,4
1613,0,63,8,356.7,2
1614,0,59,3,2505.8,3
1615,0,40,5,136.74,4
1616,0,45,6,2598.6,4
1617,0,71,2,473.6,2
1618,1,25,8,1086.5,1
1619,0,54,6,2657.7,4
1620,0,57,2,409.63,2
1621,1,43,1,833.72,1
1622,0,28,4,2562.1,3
1623,0,73,4,163.45,2
1624,1,41,4,1578.8,4
1625,0,27,3,1605.1,4
1626,1,56,1,375.65,1
1627,1,33,6,781.6,1
1628,1,55,8,685.37,3
1629,1,53,7,1339.2,4
1630,1,73,2,182.55,1
1631,0,72,1,309.46,2
1632,0,58,7,665.47,4
1633,0,29,4,2328.6,4
1634,1,19,5,1250.8,4
1635,0,19,2,1461.2,4
1636,1,38,4,164.06,1
1637,0,45,5,405.96,2
1638,1,67,3,729.24,1
1639,0,47,4,115.94,4
1640,1,60,3,190.5,1
1641,1,53,5,53.748000000000005,4
1642,0,45,7,377.81,4
1643,1,19,3,151.39,1
1644,0,79,6,472.96,2
1645,0,44,6,2501.9,4
1646,1,56,5,807.99,1
1647,0,52,3,1281.0,4
1648,1,34,3,767.36,3
1649,0,51,5,165.75,2
1650,0,61,3,53.11600000000001,2
1651,0,43,5,2700.9,4
1652,1,50,6,1920.5,4
1653,0,33,3,53.88399999999999,2
1654,0,40,8,1184.8,3
1655,1,35,7,579.45,1
1656,1,35,2,601.6,1
1657,0,25,6,1970.0,4
1658,0,54,3,1955.3,4
1659,1,40,6,221.38,1
1660,1,65,4,844.59,1
1661,1,58,5,321.23,3
1662,0,45,7,59.11,2
1663,1,28,2,251.09,4
1664,1,29,5,766.33,3
1665,1,37,2,1548.4,4
1666,1,44,5,1689.3,1
1667,1,24,5,969.76,4
1668,0,32,5,1717.1,4
1669,0,57,3,236.8,2
1670,0,45,4,2129.8,3
1671,0,50,2,994.1,3
1672,0,58,3,410.3,2
1673,1,69,3,858.06,3
1674,1,68,3,348.31,1
1675,1,61,5,237.32,3
1676,0,61,2,324.93,2
1677,0,29,6,96.87899999999999,2
1678,0,42,4,60.748000000000005,2
1679,0,40,2,384.61,2
1680,0,22,4,1692.7,3
1681,0,42,8,558.62,3
1682,1,44,7,700.39,4
1683,1,44,7,799.22,4
1684,1,71,3,552.21,3
1685,0,36,2,2501.1,4
1686,1,53,3,631.29,1
1687,0,34,6,48.435,2
1688,0,24,2,1622.6,4
1689,1,72,5,173.3,3
1690,1,52,1,1636.9,4
1691,1,28,5,196.3,3
1692,0,57,2,918.65,3
1693,1,34,7,808.96,4
1694,0,46,8,468.06,2
1695,1,29,7,516.23,1
1696,0,62,5,1541.8,4
1697,1,67,8,299.1,3
1698,0,41,2,471.95,2
1699,0,55,3,134.76,4
1700,1,66,3,633.52,3
1701,1,56,3,315.8,3
1702,0,45,5,1971.9,3
1703,0,68,7,275.62,2
1704,0,76,5,288.18,2
1705,1,55,7,1297.7,4
1706,0,31,7,364.75,2
1707,0,30,4,1706.4,4
1708,1,53,2,681.74,4
1709,1,24,3,1467.0,4
1710,1,69,2,456.99,3
1711,0,45,7,448.24,4
1712,1,19,1,284.07,4
1713,0,76,2,166.37,2
1714,1,31,5,389.85,3
1715,1,44,6,973.59,3
1716,0,25,5,2110.2,4
1717,1,49,5,1452.1,4
1718,1,34,3,1709.8,4
1719,0,23,6,2520.6,4
1720,0,61,5,196.81,2
1721,0,27,5,1903.8,4
1722,1,61,2,777.15,1
1723,1,28,2,870.93,3
1724,1,68,6,183.2,1
1725,1,34,8,540.83,4
1726,0,56,4,2533.1,4
1727,0,72,7,153.62,2
1728,0,31,4,947.18,4
1729,0,55,4,223.28,2
1730,1,29,1,626.11,1
1731,1,63,8,653.97,1
1732,0,66,3,90.31700000000001,2
1733,0,18,5,1426.0,4
1734,1,63,6,766.28,3
1735,0,44,3,1047.7,4
1736,1,29,7,380.59,4
1737,1,57,7,358.71,1
1738,1,34,5,577.43,3
1739,1,36,5,1629.0,4
1740,1,28,5,1978.1,1
1741,0,43,7,8.3814,2
1742,0,74,1,11.125,2
1743,1,47,8,348.09,1
1744,0,75,5,369.03,2
1745,0,30,5,23.364,2
1746,0,44,3,1558.2,3
1747,1,41,3,369.92,1
1748,0,43,8,457.09,2
1749,1,63,6,846.21,3
1750,1,22,3,90.26700000000001,4
1751,1,23,2,1613.2,4
1752,0,32,6,961.98,3
1753,0,26,2,659.77,4
1754,1,49,5,724.4,3
1755,1,21,6,965.72,4
1756,1,25,1,642.9,1
1757,0,22,7,1524.3,4
1758,0,22,5,2959.2,3
1759,0,84,7,489.87,2
1760,0,40,6,2497.0,4
1761,0,71,5,388.95,2
1762,1,49,6,694.68,1
1763,1,62,3,893.86,1
1764,0,70,3,279.12,2
1765,1,64,5,909.29,1
1766,0,50,5,1585.4,3
1767,0,54,5,686.25,4
1768,1,47,7,939.04,4
1769,1,73,6,350.46,3
1770,0,48,8,1889.4,4
1771,1,20,5,864.19,4
1772,0,54,5,716.82,4
1773,0,30,3,1994.7,3
1774,1,33,2,158.8,4
1775,1,55,1,1732.4,1
1776,1,27,8,253.87,4
1777,1,34,3,1500.8,1
1778,0,42,3,28.124000000000002,2
1779,1,26,2,54.949,4
1780,0,74,6,18.863,2
1781,1,45,5,1789.5,4
1782,0,51,4,138.44,2
1783,0,60,3,1637.1,4
1784,1,28,6,721.42,3
1785,0,55,5,1686.2,4
1786,1,61,6,98.07,1
1787,1,41,3,1249.7,1
1788,1,43,4,797.93,3
1789,0,27,7,1752.0,4
1790,1,29,8,675.72,3
1791,0,49,5,1742.9,4
1792,0,18,8,2425.3,3
1793,0,50,6,206.41,2
1794,1,44,2,350.88,3
1795,1,48,6,1565.1,4
1796,1,36,2,741.15,3
1797,1,64,8,258.58,3
1798,1,62,1,402.03,3
1799,0,51,7,2636.6,4
1800,0,76,3,229.99,2
1801,1,49,7,675.82,1
1802,1,52,3,114.68,4
1803,0,70,2,188.13,2
1804,0,37,2,113.6,2
1805,0,50,7,1729.8,4
1806,0,29,4,85.46700000000001,2
1807,0,33,7,30.261,2
1808,0,85,1,473.13,2
1809,1,41,5,422.32,3
1810,0,22,7,2256.7,3
1811,1,68,2,277.61,1
1812,1,38,6,863.82,4
1813,0,31,3,1326.5,4
1814,0,85,4,39.93,2
1815,0,59,1,301.9,4
1816,0,54,4,479.45,2
1817,0,40,5,1628.8,4
1818,0,38,7,2978.5,3
1819,1,41,2,292.6,3
1820,0,39,5,707.81,4
1821,1,48,3,874.09,1
1822,0,37,2,293.56,2
1823,0,60,2,251.3,2
1824,0,43,2,125.97,2
1825,1,34,2,862.94,3
1826,0,20,7,1274.7,4
1827,1,43,2,1463.2,4
1828,0,70,6,366.52,2
1829,0,35,3,237.47,2
1830,1,31,3,646.97,1
1831,0,43,3,2765.2,4
1832,1,38,7,1679.1,1
1833,1,30,7,1948.6,4
1834,1,37,3,103.64,1
1835,0,46,1,225.19,4
1836,1,33,2,1408.7,1
1837,1,34,1,1705.3,4
1838,1,71,5,969.03,1
1839,0,42,7,235.55,3
1840,1,40,5,715.76,4
1841,1,32,3,946.39,4
1842,1,55,3,1803.4,4
1843,1,37,4,942.27,4
1844,1,24,6,320.42,1
1845,1,49,7,106.29,4
1846,0,53,7,843.66,4
1847,0,78,7,277.72,2
1848,0,79,6,290.41,2
1849,1,63,6,102.92,1
1850,0,30,4,2130.8,3
1851,0,68,7,67.602,2
1852,0,44,2,1877.1,4
1853,1,23,5,735.16,4
1854,0,42,3,270.68,2
1855,1,21,6,1221.7,4
1856,0,53,7,213.85,2
1857,0,71,8,178.64,2
1858,1,30,5,333.09,3
1859,1,44,2,713.51,4
1860,0,43,3,2545.1,4
1861,0,34,2,1850.9,4
1862,1,27,5,114.76,3
1863,1,28,4,539.01,1
1864,0,85,5,102.87,2
1865,1,50,1,237.29,1
1866,1,34,4,224.64,4
1867,1,59,3,541.6,1
1868,0,60,4,121.49,2
1869,0,32,7,436.56,2
1870,0,60,3,32.501999999999995,2
1871,1,36,3,557.95,3
1872,0,79,2,319.43,2
1873,0,55,8,1080.5,4
1874,0,55,4,1979.1,3
1875,0,34,8,214.96,2
1876,1,73,6,151.95,3
1877,1,32,1,472.78,1
1878,1,41,4,1544.1,1
1879,1,32,4,979.49,1
1880,0,61,4,2168.0,4
1881,1,46,3,471.14,1
1882,1,54,2,1873.3,4
1883,0,46,6,1102.9,4
1884,0,63,7,2839.9,4
